% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=136099, Fri Jul 29 16:46:10 2022, <python>{}</python>
1 12 0.9780286068683107 1.0000466677555726 6246.112275570499 6.2461122755704992e+03 1331784.4679153352 10303858.871909026   
2 24 0.9609377829076297 1.1476766145503372 73.08407146757823 7.3084071467578227e+01 243307.10725799858 1985575.349170027   
3 36 0.9737091204330316 1.1706675941446678 73.08407146757823 2.8259511555554664e+03 534903.4813817488 11068416.81028614   
4 48 1.0293758137795843 1.2587958833251993 73.08407146757823 2.0276048116341895e+04 884446.0167616103 2134504.4044358507   
5 60 1.1282111026977324 1.3502783063579475 73.08407146757823 1.8104622590905797e+03 1936346.288959894 4539849.822832768   
6 72 1.1350902813794315 1.4685572753102967 73.08407146757823 2.4790738269834534e+02 485803.08421259385 4028100.992308576   
7 84 1.1628226950680571 1.5405831563214545 73.08407146757823 2.5904407501871607e+04 540045.5879609714 5984002.938015844   
8 96 1.2031110656656951 1.670985180580224 73.08407146757823 7.9917381049382166e+03 98839.95694836194 4853830.6108524315   
9 108 1.2718090563003281 1.74535197171264 73.08407146757823 3.1361048939472444e+03 442860.3847605521 3524881.6047716327   
10 120 1.2972657080287573 1.8007673371810538 73.08407146757823 2.0097611716927306e+04 263657.61300306657 4644822.409578107   
11 132 1.2916575823043503 1.8550719583287207 73.08407146757823 1.4422682865620357e+03 510002.41328910924 2663477.1593707106   
12 144 1.286185435267272 1.8953509236063546 73.08407146757823 9.1613554042447717e+01 779258.91682196 5374549.541656499   
13 156 1.2141667007219266 1.966309153438928 73.08407146757823 2.1332356105249786e+04 438215.5541914545 2676870.5275897584   
14 168 1.1833138625524677 2.0444237965530845 73.08407146757823 3.9922751208766764e+04 692780.2312547213 1992934.1613904636   
15 180 1.1433993640570976 2.0980365460797343 73.08407146757823 1.2245885896456359e+04 143765.26895689435 2605146.0324990875   
16 192 1.1538684705279252 2.1577237151004103 73.08407146757823 2.9640368537039985e+03 404458.98013991583 1914969.8653591769   
17 204 1.2016598008953328 2.225160417565528 73.08407146757823 2.0043560871384048e+04 351345.28159045416 3778464.95840144   
18 216 1.172683744005841 2.3779036277790078 73.08407146757823 1.4643077742373609e+02 65992.82010063613 2840580.8042086926   
19 228 1.110217388879168 2.429000081498984 73.08407146757823 1.2045192253567234e+02 455554.1332041041 3224367.5555484244   
