% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=136099, Fri Jul 29 16:46:10 2022
1 12 -0.04287475581512829 -6.438902536091138e-05 0.0005086878967260153 0.03645788786465907 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 24 -0.04471514215525303 -0.0006739415860150844 0.0007061267260081916 0.05434194086699877 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
3 36 -0.06285798806703342 -0.0001045230836622762 0.0012162452774243475 0.0645264052352611 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
4 48 -0.08699445254056187 -0.0001698335820424734 0.001101810784761535 0.0876368544381559 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
5 60 -0.11852128995069885 -4.372625358472164e-05 0.00010849429678129044 0.09620805510934052 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 72 -0.13395300848460984 -0.0023179877375185576 0.0008980506405517782 0.10618413961527297 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
7 84 -0.1685994745984483 -0.001395559339671637 0.0010715703756210987 0.115478202442201 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
8 96 -0.1617494193429904 -5.954885156859772e-05 0.0006841470632184251 0.11579593464697792 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
9 108 -0.1663666634740249 -0.003665985672872417 8.004669430157581e-06 0.12325887197130576 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 120 -0.17262077957141042 -0.0040719711054294306 0.002583770790677947 0.13857934735165695 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
11 132 -0.19481220839593028 -0.0004370526933592268 0.004007620407318825 0.13835772378841857 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
12 144 -0.20698706253355886 -0.003520485118429801 0.0010609464264987984 0.15077460769271334 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
13 156 -0.2126473658859242 -0.0008083234016801698 0.0012113513910414818 0.15694115455073188 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
14 168 -0.20631878712433466 -0.0004120155303301211 0.002717884598718358 0.1527502009123011 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
15 180 -0.19457703598820628 -0.008732829299992388 0.0005638905633665803 0.15676904130100103 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 192 -0.20517398647954843 -0.005574438398573807 4.784309818516221e-05 0.18863216327595753 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
17 204 -0.24986435257105502 -0.002387965146733161 0.0047929744260888675 0.19785279528690816 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 216 -0.26465766814674235 -0.007020612163056564 0.0017324329153285177 0.19546887557257422 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 228 -0.26892487396572984 -0.0018281919347805753 0.0003734421273420338 0.1931331991834564 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 240 -0.2728924527276564 -0.0011176655594611784 0.003791560891237378 0.19716460082767295 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
21 252 -0.28866907304105954 -0.00030563705457324066 0.002337381216340383 0.1992133887459034 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 264 -0.27299593369498343 -0.0032759494021320588 0.006984083189418347 0.1886205192061164 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
23 276 -0.26361031037190963 -0.0007606927242893842 0.004075028943894315 0.20693912312280227 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
24 288 -0.2780296232221914 -0.0035050164956123508 0.002476643082122607 0.23365965884740506 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 300 -0.2831800195503091 -0.0037679158667693847 0.0010773037108700206 0.25966912891935134 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 312 -0.29253015021840506 -0.004919550901687454 0.001185788368776634 0.28368014359734184 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 324 -0.3153167186641877 -0.0023781034358255205 0.0004105055298853527 0.3247703295260478 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 336 -0.31396344621115435 -0.000480433279180924 0.0011834340133254342 0.32398007628366393 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.31343904164860814 -0.0007041407332829616 0.0013179247040888626 0.322957994772079 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.3199606147171596 -0.0026286249909373426 0.002097448554960993 0.31912800714444123 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.3197198093494788 -0.0031591300715173003 0.00025868338882686123 0.312657560706401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
32 384 -0.32228276226268665 -0.0005682275811047133 8.81213461069801e-05 0.32368655007107366 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
33 396 -0.2899121081381178 -0.0006604229751522707 0.0008359021383464385 0.3376375089239196 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
34 408 -0.27663879587317314 -0.0012265966522088147 0.0004892686409463787 0.33340886619017746 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
